Tree ID,Location Latitude,Location Longitude,Tree Type,Age,Gender,Fruiting,Disease,Last Updated,Planted,Row Number,Planted By,Location Elevation,Daily Check
f746045c-4992-42ea-aaec-4f90b34df5bf,30.964593,120.780294,Saxifragaceae,33,Male,true,false,27/06/2021,11/01/1947,48,Giulio McGeachey,9.7852847,7:12
8bbc28c5-b733-4332-bcea-ae7ee35d7556,12.13372,6.825526,Lichinaceae,74,Female,false,false,30/05/2022,20/02/1942,49,Hollyanne Jenkison,52.4767935,7:04
d43ac882-414e-421a-b716-7e8c8705ab0d,40.8449853,-7.939099,Poaceae,36,Male,true,true,16/06/2022,27/05/2017,50,Christos Proby,13.2317498,
60cbeee7-a5ea-408d-b7b4-193733220b07,37.56702,68.44668,Poaceae,20,Female,false,true,03/06/2022,25/06/1969,51,Kelley Cisneros,37.8744535,9:02
65ebe9d0-81a3-4dbc-8b8b-100eb08f2cf7,51.252485,32.4227839,Fabaceae,73,Male,false,true,19/10/2021,22/05/1977,52,Colver MacGillavery,46.9758047,17:12
8600fc07-443f-48ca-a2e2-d3475361b41c,-0.9807341,30.2512728,Hydrophyllaceae,82,Male,false,true,04/04/2022,10/07/1976,53,Boony Goman,29.163159,20:50
1dcdf77b-03a6-4f82-91c5-53e0ba50ee57,-25.3961603,-57.536292,Asteraceae,19,Female,true,false,06/11/2020,25/03/1995,54,Fidela Fenton,61.7644425,2:14
576a6423-e5df-44b3-9e2e-fb24fd96882d,10.4151473,-66.7962869,Fabaceae,14,Male,false,true,19/11/2022,30/04/1954,55,Prince Fadell,30.3364517,21:03
b6c05dfa-939c-4d1e-82a7-6426bfb2ca19,47.349916,130.297964,Asteraceae,68,Male,true,false,16/09/2022,08/12/1950,56,Jeffy Tolossi,-21.692578,23:50
9f2c61ee-2243-4aeb-bf2e-38ddf7e10926,31.783056,34.703101,Caryophyllaceae,83,Male,false,true,16/04/2021,20/01/1973,57,Arty O'Lagene,2.7798518,11:54
d62faefa-683b-4d59-9181-7841e5db6711,53.068264,16.136353,Myrtaceae,87,Male,false,true,30/01/2022,08/05/1925,58,Billie Butters,54.7208946,23:42
c5c7434e-8132-4234-aeb9-c48b59e28ba3,42.9534839,129.9920883,Poaceae,83,Female,false,false,03/04/2021,12/04/1999,59,Lacie McRitchie,10.4937816,15:22
9fae732e-9c86-4500-a1ce-b029d1001645,31.123351,121.510319,Lamiaceae,77,Male,true,true,30/06/2020,19/09/1924,60,Westbrooke McCoughan,22.3121914,7:35
4d07cd20-5454-44ba-b1da-ec9d4f47c002,35.939466,118.520324,Lecanoraceae,81,Female,false,false,,,61,Zena Dyhouse,,12:15
18795566-11e8-40fb-9cc3-6af87948ad39,-14.4861733,35.253304,Cactaceae,5,Female,false,false,18/07/2021,21/06/1963,62,Yetta Legging,48.9449573,3:38
cda58d0a-277f-44b9-aa75-acab1cbc92ea,35.422892,103.352654,Aspleniaceae,99,Male,false,true,11/08/2020,15/07/1990,63,Abbey Sommer,26.982106,4:24
caa3f1e3-70ca-4c5d-a24c-790e4fc64810,53.2166678,19.0555956,Saxifragaceae,42,Female,false,true,06/06/2021,07/12/2013,64,Cybil Copes,-9.3601019,10:48
0315db1b-3ac1-457e-9d8b-c822c761d5dd,50.2242211,18.7343606,Polemoniaceae,15,Bigender,false,true,11/05/2021,25/01/2019,65,Marguerite Trunchion,49.4006213,10:38
0ce8ef40-53ad-43b5-b962-0385cc1af347,-7.5088,108.2386,Fabaceae,17,Female,true,false,05/02/2021,13/05/1986,66,Emmaline Annell,38.416663,
a3a2c2ef-efa7-456c-800e-7e580e502766,40.3356039,-7.883045,Poaceae,6,Female,false,false,22/11/2020,23/10/2007,67,Gusti Ryott,14.5675752,
eefe1285-0a17-44a4-bfb5-b8535916dd44,-6.2167736,106.5230542,Psoraceae,13,Male,false,false,23/10/2021,20/05/1937,68,Edsel Nance,31.871173,21:17
e0f0f7ab-2d00-4fb2-90e7-d095f38393d6,4.5827227,-74.2117465,Poaceae,21,Female,false,true,12/05/2021,26/03/1941,69,Verine Dearlove,35.9411947,21:12
31779c42-70f6-4a2d-8ca0-af03b127e3c3,30.2638032,102.8054753,Liliaceae,20,Female,false,false,23/10/2021,23/01/1942,70,Noell Simms,-9.3002357,9:49
ce58f0a3-fca7-4ea5-ba47-b1232eb4f789,27.894504,102.264449,Lauraceae,13,Female,false,false,24/12/2019,24/04/1926,71,Meade Ferreres,28.438851,6:10
1cce5ead-f87f-4329-b5aa-1c7538742e6e,7.882761,-76.624692,Apiaceae,21,Female,false,false,31/05/2022,29/08/1926,72,Glennis Bodle,37.0388867,2:18
9ec2fb01-1164-4f75-b484-df26b9e99514,7.268697,-72.642495,Salicaceae,32,Female,false,true,22/05/2020,02/11/1924,73,Nadeen Ditzel,-7.026967,2:54
afd2a451-592b-4805-a73e-ba180ef0981b,22.5267186,-81.1278814,Boraginaceae,20,Male,true,true,15/05/2020,25/10/2019,74,Torry Durston,-10.1670956,5:07
6c71cf47-05f4-4e94-ae28-1aa0bc487f8b,31.820591,117.227219,Pterobryaceae,63,Female,false,false,13/03/2021,16/02/1934,75,Gale Bratch,33.6682421,10:42
2e1031a3-4b17-47cb-90f5-97333fe3d844,0.1429969,117.4938098,Cladoniaceae,51,Male,true,true,08/08/2021,15/06/1936,76,Gordy Broek,60.2705509,9:42
3aaa8f3d-288d-4f79-a959-aaaf46cd59ba,35.0422194,136.9574388,Polygonaceae,36,Female,false,true,23/02/2020,15/11/1978,77,Nessi Robroe,54.70972,
28051d04-cc41-47bf-8133-01fa805e49d9,30.798325,107.96879,Lamiaceae,10,Female,true,false,28/08/2021,13/02/2017,78,Jessica Peasegood,-6.944036,17:30
8322dd30-c4f0-4941-92d7-bb88eaaaef21,-6.4024844,106.7942405,Bromeliaceae,47,Male,true,true,29/12/2019,01/10/1922,79,Hillery Bacop,-7.7629501,6:04
d97c26dd-c8fe-4d6c-b2a5-d797f1716b3d,-7.2784402,106.6094916,Acanthaceae,5,Male,false,false,12/10/2020,21/03/1940,80,Nobie Harle,23.212853,19:58
158d6377-3838-4ceb-8c01-936b65fcc075,51.9301973,19.4450042,Asteraceae,9,Female,false,false,01/09/2022,22/06/1947,81,Norean Sheilds,16.80778,6:28
3859f008-0f42-40f3-b3e1-5c34479973d0,-7.0431437,111.3679689,Cladoniaceae,56,Male,true,true,18/10/2021,19/09/2014,82,Ode McDarmid,39.4135711,
16f5dd2f-68ea-4fc6-ad0b-1b43840daca7,22.7613207,121.1438152,Fabaceae,32,Male,true,false,25/02/2021,14/03/1995,83,Sumner Swift,37.9220464,8:20
00f254d1-215e-41d3-a3d0-dc13783b6637,44.6500125,17.9557436,Fabaceae,38,Female,true,false,18/11/2021,13/01/1995,84,Jordanna Beldum,22.7627589,22:33
74ed19eb-16ef-4fad-ab17-8d996df53595,42.7249013,47.6811837,Sapotaceae,62,Female,false,false,06/09/2020,06/04/2020,85,Lurlene Huby,60.5686508,18:40
cc8fea24-4347-4fdd-888e-5394258e4b45,-7.0240978,108.7571263,Gleicheniaceae,15,Male,false,false,21/08/2022,28/12/1930,86,Eb Duffill,50.0843138,17:26
c4be667b-b948-4b0e-87ed-4113694297cd,-6.745694,111.0438053,Fabaceae,2,Male,false,false,25/03/2021,25/04/1998,87,Odey Crissil,20.023731,3:19
ee2831b2-4b74-4f3c-8bea-4e17ce7a638e,-6.6906402,-35.5000999,Acanthaceae,62,Female,false,true,04/03/2020,06/05/2022,88,Winnie Werndly,41.1455736,3:59
ce8d7e85-b3da-427c-959c-8066d2195bc4,0.3603261,99.5784754,Anthocerotaceae,57,Male,true,true,07/09/2022,01/12/2001,89,Cal Jouhandeau,49.6669762,18:04
7b3661b7-d27f-483a-8fbb-e5cec6e31d84,52.9490114,22.9564233,Parmeliaceae,98,Bigender,false,false,22/09/2020,13/07/1985,90,Shurwood Last,14.160407,5:17
9462ef88-d72f-4948-8712-b7e9c028e8d4,5.3523231,100.3573891,Verbenaceae,41,Male,true,false,10/09/2021,14/03/2006,91,Archaimbaud Jeggo,28.153607,
c9263d0f-fba3-4646-a4c8-c40fb95018b4,38.2887838,-8.0376603,Hydrophyllaceae,7,Female,true,false,14/02/2022,23/10/1925,92,Luce Stegers,40.1929685,21:46
76428838-acd8-47b6-8605-6fd0f1c8ac02,44.1675867,2.0308233,Ericaceae,69,Male,true,true,18/01/2021,24/06/1952,93,Baxter Mosconi,15.979273,
e4459c0b-f526-4911-a41c-19d2173be546,33.3639393,-86.8119917,Asteraceae,11,Female,false,false,12/10/2022,26/02/1962,94,Deny Spatarul,41.5047902,13:33
bd9a8397-44a2-41d6-8e2f-69f2113b8cf9,40.3373262,20.6794676,Rhamnaceae,6,Male,true,true,18/12/2020,08/04/2000,95,Andonis Staining,-21.2001343,
7b7518ca-52d9-4d65-ad69-412e6763f78c,49.0225427,17.6411818,Polygalaceae,93,Male,false,false,04/04/2020,06/02/1974,96,Tomkin Brick,-16.20274,1:54
290cb191-b5f7-4eb6-ba96-98668f519f7b,-6.2318126,106.8396166,Araucariaceae,31,Female,false,true,18/06/2022,10/02/1988,97,Leda Wince,6.942106,21:20
b3f183ce-d641-4a3e-8443-fe263abe7279,52.3618688,21.2897784,Berberidaceae,24,Male,true,false,23/05/2021,13/05/1972,98,Nikolas Lotte,15.23199,10:12
881c9f4e-994f-47a8-bc94-cfa7197805d6,-8.7393,121.3054,Rhamnaceae,82,Male,true,false,03/01/2021,18/10/2002,99,Nealy Clemmey,-8.1885372,15:10
edae6c8c-4754-4717-ba9e-4ddb0f36dd0c,32.864167,35.294547,Orchidaceae,24,Female,false,false,25/07/2021,18/07/1967,100,Diahann Binnall,7.755354,23:51
a2fbcf04-ce84-4d51-b203-29f077ed981b,25.58038,111.947363,Thelotremataceae,72,Male,true,false,07/02/2021,30/06/1997,101,Jodi Scrimshire,20.585863,11:40
f534cb73-d819-4f6c-b3cd-d4a9eeb028ff,13.5260215,123.2925505,Fagaceae,80,Female,true,false,,,102,Casi Alcido,,6:42
33a44119-9609-4a62-8a8e-c06e2cb36262,32.060255,118.796877,Ceratophyllaceae,89,Female,true,false,05/02/2020,31/05/1936,103,Lynne Jolliffe,37.783205,1:45
60c70cfe-29b5-436c-a249-890ade9fb086,44.596097,129.591591,Anemiaceae,12,Male,false,true,14/10/2021,24/01/1928,104,Granger Pearsall,32.2774243,8:37
6a0ecf85-2465-468a-8e63-989e1bb4dfe7,-6.1583904,106.4288088,Poaceae,52,Female,false,false,04/03/2020,14/01/2021,105,Karna Garron,15.6122706,16:17
0b721dc8-11fc-4915-a7d9-dcecacf368d0,-8.618134,122.1916328,Orchidaceae,31,Female,false,false,13/01/2020,14/12/1940,106,Rachelle Carbonell,19.2278803,5:56
b73a57c1-0f44-4003-8341-b5f5e2342124,40.7264865,-8.0002329,Poaceae,67,Male,true,false,23/12/2021,25/11/1974,107,Tom George,49.5015691,11:23
d3837897-3ad3-4c10-a179-9c92becdc303,-7.6034421,112.6794582,Thelotremataceae,23,Male,true,true,31/10/2021,07/11/1996,108,Hamid Torricina,14.0246473,12:22
def1a73a-61aa-4158-a0d9-28341baacc8e,53.8031587,64.1828536,Euphorbiaceae,69,Male,false,false,04/04/2020,03/07/2021,109,Tye Fothergill,29.33801,0:02
ae9fe92d-4219-48e8-9a5a-bae443035561,-22.6439978,-43.6606463,Onagraceae,70,Female,false,false,13/11/2022,12/08/1963,110,Lotti Galliard,-20.6493321,3:07
2197f7b2-ca03-4c05-bb71-2511c5a87cbd,62.416327,29.9016349,Apiaceae,43,Female,true,true,01/03/2021,01/08/1995,111,Tybi Penner,38.404242,11:32
18b1e33b-4497-4159-8c2d-8359e9c69a8b,60.9358323,25.9350435,Cistaceae,86,Female,false,true,11/04/2022,29/05/1957,112,Valma Weond,-33.4891416,21:12
eab4341a-83ed-4da5-8738-06b095a8f554,48.3477045,39.6490172,Polemoniaceae,15,Male,false,false,16/05/2020,21/09/1943,113,Thane Murrhaupt,42.7352907,6:22
fdaa6ad4-f949-433c-b630-74b3a99f455c,14.5951658,121.4276451,Rosaceae,63,Male,true,true,02/02/2021,22/04/2015,114,Nikolai Dalgliesh,49.8905368,17:15
e48874fc-f192-46c7-8a88-5a4e415a3c8f,-12.09985,-77.0197479,Fabaceae,24,Female,false,true,11/05/2020,26/06/1981,115,Gwenora Berkery,55.045149,18:26
8a63bd2c-fb2e-4ab3-b07e-b6ed615de660,50.109938,30.6298846,Arecaceae,15,Male,true,true,29/02/2020,22/03/1973,116,Dannel Cokly,-3.4233267,0:12
7f517379-0d9d-46c9-ad79-e2c8c9cf543d,9.239504,-75.6767349,Cupressaceae,61,Male,true,false,28/09/2020,12/05/1937,117,Edvard Shirland,54.71681,1:23
49c16e54-89b2-42f9-84f4-e38eb0500e6e,-7.9553448,112.649662,Orobanchaceae,29,Genderfluid,false,false,05/01/2020,19/11/1923,118,Baily Fantin,-19.0153937,
bae20941-fd16-4ea0-aef9-46b7991974e0,37.8512533,140.6090975,Rhamnaceae,85,Male,false,true,10/09/2022,25/07/1922,119,Garret Bilbie,-14.7918149,
8d39bb39-e150-41ea-865b-463333fb5c27,49.7762204,22.6525426,Lecideaceae,96,Non-binary,false,false,19/11/2022,08/04/1991,120,Sandie Thoms,-6.7369905,
ae9555b7-86ba-4a83-81f5-2af91d21f940,47.4060859,47.254337,Commelinaceae,87,Polygender,true,true,02/09/2022,07/04/1976,121,Murdock Sayse,55.16667,7:29
f2065009-089a-430a-888a-04fd5035dbee,33.8640647,-118.1766294,Fabaceae,,Female,false,true,08/04/2021,07/06/2010,122,Nadeen Vlies,-8.2600716,10:06
6e7bdd3e-ca87-41f7-86f9-1d30c0632165,-33.2843846,-66.3381678,Asteraceae,82,Female,false,true,13/08/2022,25/07/1975,123,Roz Muge,-2.5398781,12:47
535609e4-85de-48d5-bfcb-e80de2d81165,-25.8621309,29.1236739,Graphidaceae,23,Male,false,false,08/09/2020,06/07/1962,124,Smith Elsay,16.9846184,7:06
110af225-3227-4564-b545-10abbabdd6eb,-6.8497345,106.8738909,Pottiaceae,32,Male,false,false,04/05/2020,28/04/2012,125,Cullie Kline,35.3179014,1:11
afb3a438-33c2-4bd8-a383-b1f994582bd3,31.2570292,121.492796,Lamiaceae,84,Genderqueer,false,true,05/11/2022,22/11/1949,126,Malissia Gazey,41.2675718,16:45
7754b9a0-862c-4878-ba32-da0df8a49052,4.625907,-75.761865,Grossulariaceae,28,Female,false,false,30/07/2020,05/08/1991,127,Mufinella Sorro,55.6789638,9:41
1cc354a1-2272-44af-95b3-3570a46a2d8a,-24.5969718,25.9124229,Scrophulariaceae,84,Male,false,false,24/04/2020,03/03/1999,128,Perkin Jarman,22.935289,
874ba9fa-4417-4d25-9d92-4e6d959daeb8,-22.5899119,-47.5177229,Parmeliaceae,11,Male,true,false,24/03/2022,31/12/1950,129,Parnell Fullilove,38.9021066,17:31
45791ed9-bf94-44a8-bac1-f80ea7a117df,45.6258385,0.0629891,Simaroubaceae,40,Female,false,true,09/08/2022,31/08/2020,130,Tara Rainard,46.25006,6:12
5e5717f9-610d-48b2-b6c5-7913da62e3e3,34.167484,112.297729,Melastomataceae,70,Female,true,true,10/01/2020,28/07/1933,131,Lorette Beckett,3.7953482,16:09
89b0aef1-168a-4275-b7d8-687e6d897c84,14.5473421,120.997522,Boraginaceae,15,Female,false,false,30/10/2022,31/07/1976,132,Sophronia Alexsandrovich,31.88344,1:40
8c5948be-5282-426a-b447-5a84adde905c,56.036667,39.9203466,Apiaceae,21,Male,false,true,13/06/2022,19/11/1980,133,Reidar Varlow,18.1817674,6:42
0d8820fa-a75f-4ee2-9b1a-b8bec7364316,53.15467,18.89802,Polemoniaceae,17,Male,true,true,27/11/2020,20/03/2008,134,Noe O'Nowlan,60.71418,
1fa977e7-d7cb-4841-949e-2759b1b8893d,29.652491,91.17211,Asteraceae,87,Female,false,true,27/10/2020,24/09/1954,135,Quinn Moxom,36.7336287,11:30
099b75de-4cb3-4e73-a2a2-1345b1dec623,5.2351338,-75.8346203,Graphidaceae,69,Male,false,true,09/04/2022,20/12/1990,136,Frederigo Showte,31.470305,
a11e82c4-48e9-49bd-95a2-77bac5976133,35.0150933,33.7405967,Poaceae,77,Female,true,false,05/10/2021,22/02/1927,137,Gale Glidder,64.1754054,6:55
91ce8571-00d8-4dea-bf79-bb98f870dbf9,35.7517244,39.6156785,Molluginaceae,36,Female,true,true,18/11/2020,05/10/1959,138,Noelyn Rotge,5.759368,0:43
1ef022ac-2fe8-4424-bda2-9a24dc0f9f36,34.8438311,69.1543939,Iridaceae,37,Male,true,true,16/10/2021,01/10/1961,139,Obadiah Cords,37.6092461,
18bd2b3f-8721-490d-8b2d-aa2d410b6779,50.8900563,21.5149892,Rhamnaceae,1,Male,false,false,03/06/2020,08/04/1986,140,Northrup Heaseman,30.4302577,
4cfffa46-da0d-49e7-b141-8f90c324461e,15.1422858,120.6541966,Hydrophyllaceae,4,Male,false,true,22/09/2020,09/08/2014,141,Pattin Guerola,45.0730425,3:01
2aa30456-0898-45f0-bc20-c97ac09331d1,52.0310393,85.8919042,Cyperaceae,38,Male,false,false,05/12/2020,06/08/1966,142,Laurence Kitley,14.3248092,0:20
43f42167-bd88-4ff9-aeee-78c8f611a202,7.8042011,123.3412743,Primulaceae,7,Male,true,true,08/03/2022,08/07/1975,143,Hilary Shefton,51.4923815,10:36
1711ec08-3a63-4292-9a41-1cf2f0ec0053,28.2586882,108.1171371,Caryophyllaceae,89,Male,false,false,06/05/2021,15/04/2007,144,Even Carbonell,27.0874729,14:25
ee8847e0-1de6-4986-95f0-9466b439ee5f,22.938069,112.987173,Ericaceae,1,Male,false,true,17/11/2021,23/09/1997,145,Haskell Kingsly,41.1039283,2:22
42d86246-4294-48b9-bb9f-cb41845a003f,35.937102,116.470304,Poaceae,35,Female,false,true,24/03/2020,15/11/1965,146,Felicity Duncanson,60.0128251,19:33
12d1e011-24ed-48a5-93ac-6d8ccbe07ccf,41.805699,123.431472,Asteraceae,89,Male,true,true,06/02/2021,03/11/1973,147,Ari Kaufman,-12.1349328,11:40
ac0f38f7-5030-4632-9e67-98b44559e05d,52.4506032,19.6362734,Ranunculaceae,92,Female,false,false,19/08/2021,21/03/2008,148,Biddie Chaloner,28.8828809,10:53
d263c746-ea95-495e-8a16-297f10f3a3ed,-40.6032394,175.3756249,Grossulariaceae,11,Male,false,false,08/03/2022,24/07/2014,149,Kendell Wollrauch,-3.4627078,10:51
bb70e75b-34df-4d1f-9d56-5368e9d89ae3,60.0190188,30.648656,Mniaceae,80,Male,false,false,29/01/2020,11/03/1936,150,Seamus Mattisson,8.797145,10:03
f1b03d2a-916c-4ff7-a76f-eb0fec9e4bb5,28.324632,114.108985,Portulacaceae,95,Female,true,true,30/03/2021,31/05/2008,151,Trina Fazzioli,27.69965,7:38
6ce5ba22-3a07-4f27-959f-78a43ccb3885,-8.5436245,115.1281425,Juncaceae,10,Female,true,true,20/04/2021,30/11/1941,152,Catina Bubb,34.5521789,13:22
120f6c73-6050-4bb2-a71a-4e37bf959b91,18.8107813,-71.2227043,Amaranthaceae,44,Male,true,true,06/05/2021,14/01/1997,153,Reid Fair,39.8314629,5:53
